Age,Year,Incidence,Sex
80,2030,0,m
0,1970,0,f
5,1970,0,f
10,1970,0,f
15,1970,0,f
20,1970,0,f
25,1970,0,f
30,1970,0,f
35,1970,0,f
40,1970,0,f
45,1970,0,f
50,1970,0,f
55,1970,0,f
60,1970,0,f
65,1970,0,f
70,1970,0,f
75,1970,0,f
80,1970,0,f
0,1971,0,f
5,1971,0,f
10,1971,0,f
15,1971,0,f
20,1971,0,f
25,1971,0,f
30,1971,0,f
35,1971,0,f
40,1971,0,f
45,1971,0,f
50,1971,0,f
55,1971,0,f
60,1971,0,f
65,1971,0,f
70,1971,0,f
75,1971,0,f
80,1971,0,f
0,1972,0,f
5,1972,0,f
10,1972,0,f
15,1972,0,f
20,1972,0,f
25,1972,0,f
30,1972,0,f
35,1972,0,f
40,1972,0,f
45,1972,0,f
50,1972,0,f
55,1972,0,f
60,1972,0,f
65,1972,0,f
70,1972,0,f
75,1972,0,f
80,1972,0,f
0,1973,0,f
5,1973,0,f
10,1973,0,f
15,1973,0,f
20,1973,0,f
25,1973,0,f
30,1973,0,f
35,1973,0,f
40,1973,0,f
45,1973,0,f
50,1973,0,f
55,1973,0,f
60,1973,0,f
65,1973,0,f
70,1973,0,f
75,1973,0,f
80,1973,0,f
0,1974,0,f
5,1974,0,f
10,1974,0,f
15,1974,0,f
20,1974,0,f
25,1974,0,f
30,1974,0,f
35,1974,0,f
40,1974,0,f
45,1974,0,f
50,1974,0,f
55,1974,0,f
60,1974,0,f
65,1974,0,f
70,1974,0,f
75,1974,0,f
80,1974,0,f
0,1975,0,f
5,1975,0,f
10,1975,0,f
15,1975,0,f
20,1975,0,f
25,1975,0,f
30,1975,0,f
35,1975,0,f
40,1975,0,f
45,1975,0,f
50,1975,0,f
55,1975,0,f
60,1975,0,f
65,1975,0,f
70,1975,0,f
75,1975,0,f
80,1975,0,f
0,1976,3.63E-04,f
5,1976,0,f
10,1976,0,f
15,1976,0.00207164,f
20,1976,0.00265123,f
25,1976,0.00258113,f
30,1976,0.00230186,f
35,1976,0.00198405,f
40,1976,0.00169701,f
45,1976,0.00144902,f
50,1976,0.0012362,f
55,1976,0.0010634,f
60,1976,9.11E-04,f
65,1976,7.87E-04,f
70,1976,6.81E-04,f
75,1976,5.99E-04,f
80,1976,0,f
0,1977,3.87E-04,f
5,1977,0,f
10,1977,0,f
15,1977,0.0016332,f
20,1977,0.00209093,f
25,1977,0.00203804,f
30,1977,0.00181384,f
35,1977,0.00156502,f
40,1977,0.00133768,f
45,1977,0.00114319,f
50,1977,9.73E-04,f
55,1977,8.39E-04,f
60,1977,7.18E-04,f
65,1977,6.21E-04,f
70,1977,5.36E-04,f
75,1977,4.71E-04,f
80,1977,0,f
0,1978,6.72E-04,f
5,1978,0,f
10,1978,0,f
15,1978,0.00286548,f
20,1978,0.00366978,f
25,1978,0.00358706,f
30,1978,0.00317206,f
35,1978,0.00274893,f
40,1978,0.00234697,f
45,1978,0.00200579,f
50,1978,0.0017072,f
55,1978,0.00147141,f
60,1978,0.00126001,f
65,1978,0.00108885,f
70,1978,9.41E-04,f
75,1978,8.26E-04,f
80,1978,0,f
0,1979,0.00115011,f
5,1979,0,f
10,1979,0,f
15,1979,0.00489876,f
20,1979,0.00627532,f
25,1979,0.00611742,f
30,1979,0.00544907,f
35,1979,0.0047067,f
40,1979,0.00401292,f
45,1979,0.00342621,f
50,1979,0.0029217,f
55,1979,0.00251059,f
60,1979,0.00215748,f
65,1979,0.00185974,f
70,1979,0.00161036,f
75,1979,0.00140917,f
80,1979,0,f
0,1980,0.00195392,f
5,1980,0,f
10,1980,0,f
15,1980,0.0083518,f
20,1980,0.0107,f
25,1980,0.0104,f
30,1980,0.0093079,f
35,1980,0.00803348,f
40,1980,0.00684308,f
45,1980,0.00583826,f
50,1980,0.00498428,f
55,1980,0.00427544,f
60,1980,0.00368139,f
65,1980,0.00317041,f
70,1980,0.00274794,f
75,1980,0.00239846,f
80,1980,0,f
0,1981,0.00329212,f
5,1981,0,f
10,1981,0,f
15,1981,0.0138,f
20,1981,0.0177,f
25,1981,0.0172,f
30,1981,0.0154,f
35,1981,0.0133,f
40,1981,0.0113,f
45,1981,0.00964436,f
50,1981,0.0082448,f
55,1981,0.00705444,f
60,1981,0.00609312,f
65,1981,0.00523714,f
70,1981,0.00454744,f
75,1981,0.00395822,f
80,1981,0,f
0,1982,0.0054935,f
5,1982,0,f
10,1982,0,f
15,1982,0.0226,f
20,1982,0.0289,f
25,1982,0.0282,f
30,1982,0.0252,f
35,1982,0.0217,f
40,1982,0.0185,f
45,1982,0.0158,f
50,1982,0.0135,f
55,1982,0.0115,f
60,1982,0.00998381,f
65,1982,0.00857083,f
70,1982,0.00745287,f
75,1982,0.00647304,f
80,1982,0,f
0,1983,0.00889611,f
5,1983,0,f
10,1983,0,f
15,1983,0.0359,f
20,1983,0.0459,f
25,1983,0.0448,f
30,1983,0.0402,f
35,1983,0.0344,f
40,1983,0.0295,f
45,1983,0.0251,f
50,1983,0.0215,f
55,1983,0.0183,f
60,1983,0.0158,f
65,1983,0.0136,f
70,1983,0.0118,f
75,1983,0.0103,f
80,1983,0,f
0,1984,0.0141,f
5,1984,0,f
10,1984,0,f
15,1984,0.0558,f
20,1984,0.0713,f
25,1984,0.0698,f
30,1984,0.0624,f
35,1984,0.0538,f
40,1984,0.0459,f
45,1984,0.039,f
50,1984,0.0333,f
55,1984,0.0285,f
60,1984,0.0246,f
65,1984,0.0212,f
70,1984,0.0184,f
75,1984,0.016,f
80,1984,0,f
0,1985,0.0215,f
5,1985,0,f
10,1985,0,f
15,1985,0.0835,f
20,1985,0.1066,f
25,1985,0.1044,f
30,1985,0.0934,f
35,1985,0.0807,f
40,1985,0.0688,f
45,1985,0.0584,f
50,1985,0.0498,f
55,1985,0.0427,f
60,1985,0.0367,f
65,1985,0.0317,f
70,1985,0.0275,f
75,1985,0.0239,f
80,1985,0,f
0,1986,0.0322,f
5,1986,0,f
10,1986,0,f
15,1986,0.123,f
20,1986,0.1569,f
25,1986,0.1536,f
30,1986,0.1375,f
35,1986,0.1189,f
40,1986,0.1013,f
45,1986,0.0859,f
50,1986,0.0733,f
55,1986,0.0628,f
60,1986,0.0539,f
65,1986,0.0467,f
70,1986,0.0404,f
75,1986,0.0352,f
80,1986,0,f
0,1987,0.0451,f
5,1987,0,f
10,1987,0,f
15,1987,0.1663,f
20,1987,0.212,f
25,1987,0.2074,f
30,1987,0.186,f
35,1987,0.1609,f
40,1987,0.1368,f
45,1987,0.1161,f
50,1987,0.099,f
55,1987,0.0849,f
60,1987,0.0727,f
65,1987,0.0631,f
70,1987,0.0544,f
75,1987,0.0476,f
80,1987,0,f
0,1988,0.0601,f
5,1988,0,f
10,1988,0,f
15,1988,0.2124,f
20,1988,0.2708,f
25,1988,0.2646,f
30,1988,0.2375,f
35,1988,0.2061,f
40,1988,0.174,f
45,1988,0.1484,f
50,1988,0.1263,f
55,1988,0.1083,f
60,1988,0.0927,f
65,1988,0.0804,f
70,1988,0.0694,f
75,1988,0.0606,f
80,1988,0,f
0,1989,0.0763,f
5,1989,0,f
10,1989,0,f
15,1989,0.2549,f
20,1989,0.3254,f
25,1989,0.3173,f
30,1989,0.285,f
35,1989,0.2466,f
40,1989,0.2098,f
45,1989,0.1783,f
50,1989,0.1515,f
55,1989,0.1297,f
60,1989,0.1113,f
65,1989,0.0962,f
70,1989,0.0833,f
75,1989,0.0726,f
80,1989,0,f
0,1990,0.0902,f
5,1990,0,f
10,1990,0,f
15,1990,0.2793,f
20,1990,0.3571,f
25,1990,0.3474,f
30,1990,0.3122,f
35,1990,0.2701,f
40,1990,0.2303,f
45,1990,0.1955,f
50,1990,0.1659,f
55,1990,0.1419,f
60,1990,0.1218,f
65,1990,0.1051,f
70,1990,0.0912,f
75,1990,0.0794,f
80,1990,0,f
0,1991,0.1023,f
5,1991,0,f
10,1991,0,f
15,1991,0.287,f
20,1991,0.3673,f
25,1991,0.3566,f
30,1991,0.3204,f
35,1991,0.2775,f
40,1991,0.2367,f
45,1991,0.2008,f
50,1991,0.1704,f
55,1991,0.1456,f
60,1991,0.1252,f
65,1991,0.1076,f
70,1991,0.0937,f
75,1991,0.0814,f
80,1991,0,f
0,1992,0.1112,f
5,1992,0,f
10,1992,0,f
15,1992,0.2816,f
20,1992,0.3609,f
25,1992,0.3497,f
30,1992,0.314,f
35,1992,0.2722,f
40,1992,0.2325,f
45,1992,0.1967,f
50,1992,0.1671,f
55,1992,0.1427,f
60,1992,0.1228,f
65,1992,0.1053,f
70,1992,0.0919,f
75,1992,0.0797,f
80,1992,0,f
0,1993,0.1173,f
5,1993,0,f
10,1993,0,f
15,1993,0.2646,f
20,1993,0.3395,f
25,1993,0.3288,f
30,1993,0.2947,f
35,1993,0.2558,f
40,1993,0.2191,f
45,1993,0.1841,f
50,1993,0.1571,f
55,1993,0.134,f
60,1993,0.1153,f
65,1993,0.0989,f
70,1993,0.0862,f
75,1993,0.0749,f
80,1993,0,f
0,1994,0.1218,f
5,1994,0,f
10,1994,0,f
15,1994,0.2501,f
20,1994,0.3211,f
25,1994,0.3111,f
30,1994,0.278,f
35,1994,0.2416,f
40,1994,0.2064,f
45,1994,0.1748,f
50,1994,0.1486,f
55,1994,0.1266,f
60,1994,0.1087,f
65,1994,0.0934,f
70,1994,0.0812,f
75,1994,0.0708,f
80,1994,0,f
0,1995,0.1221,f
5,1995,0,f
10,1995,0,f
15,1995,0.2212,f
20,1995,0.2847,f
25,1995,0.2759,f
30,1995,0.246,f
35,1995,0.2139,f
40,1995,0.1827,f
45,1995,0.1551,f
50,1995,0.1318,f
55,1995,0.1121,f
60,1995,0.0962,f
65,1995,0.0827,f
70,1995,0.0718,f
75,1995,0.0627,f
80,1995,0,f
0,1996,0.1212,f
5,1996,0,f
10,1996,0,f
15,1996,0.2036,f
20,1996,0.2622,f
25,1996,0.2542,f
30,1996,0.2263,f
35,1996,0.1968,f
40,1996,0.1683,f
45,1996,0.1429,f
50,1996,0.1213,f
55,1996,0.1032,f
60,1996,0.0885,f
65,1996,0.0762,f
70,1996,0.0659,f
75,1996,0.0578,f
80,1996,0,f
0,1997,0.1193,f
5,1997,0,f
10,1997,0,f
15,1997,0.1863,f
20,1997,0.2399,f
25,1997,0.2329,f
30,1997,0.207,f
35,1997,0.1799,f
40,1997,0.1541,f
45,1997,0.1311,f
50,1997,0.111,f
55,1997,0.0945,f
60,1997,0.081,f
65,1997,0.0698,f
70,1997,0.0603,f
75,1997,0.0529,f
80,1997,0,f
0,1998,0.1167,f
5,1998,0,f
10,1998,0,f
15,1998,0.1741,f
20,1998,0.2244,f
25,1998,0.2182,f
30,1998,0.1939,f
35,1998,0.1682,f
40,1998,0.1443,f
45,1998,0.1231,f
50,1998,0.1035,f
55,1998,0.0885,f
60,1998,0.0758,f
65,1998,0.0653,f
70,1998,0.0564,f
75,1998,0.0494,f
80,1998,0,f
0,1999,0.1139,f
5,1999,0,f
10,1999,0,f
15,1999,0.1662,f
20,1999,0.214,f
25,1999,0.2084,f
30,1999,0.1852,f
35,1999,0.1604,f
40,1999,0.1377,f
45,1999,0.1172,f
50,1999,0.0993,f
55,1999,0.0846,f
60,1999,0.0723,f
65,1999,0.0623,f
70,1999,0.0539,f
75,1999,0.0471,f
80,1999,0,f
0,2000,0.1103,f
5,2000,0,f
10,2000,0,f
15,2000,0.157,f
20,2000,0.2013,f
25,2000,0.1968,f
30,2000,0.175,f
35,2000,0.1512,f
40,2000,0.1301,f
45,2000,0.1107,f
50,2000,0.094,f
55,2000,0.08,f
60,2000,0.0683,f
65,2000,0.0589,f
70,2000,0.0509,f
75,2000,0.0444,f
80,2000,0,f
0,2001,0.1068,f
5,2001,0,f
10,2001,0,f
15,2001,0.1519,f
20,2001,0.1945,f
25,2001,0.1904,f
30,2001,0.1693,f
35,2001,0.1461,f
40,2001,0.1258,f
45,2001,0.1072,f
50,2001,0.0911,f
55,2001,0.0776,f
60,2001,0.0662,f
65,2001,0.057,f
70,2001,0.0494,f
75,2001,0.0429,f
80,2001,0,f
0,2002,0.1031,f
5,2002,0,f
10,2002,0,f
15,2002,0.1438,f
20,2002,0.1844,f
25,2002,0.1806,f
30,2002,0.1609,f
35,2002,0.1385,f
40,2002,0.1192,f
45,2002,0.1017,f
50,2002,0.0866,f
55,2002,0.0735,f
60,2002,0.0628,f
65,2002,0.0541,f
70,2002,0.0469,f
75,2002,0.0406,f
80,2002,0,f
0,2003,0.099,f
5,2003,0,f
10,2003,0,f
15,2003,0.1379,f
20,2003,0.1765,f
25,2003,0.173,f
30,2003,0.1543,f
35,2003,0.1328,f
40,2003,0.1141,f
45,2003,0.0976,f
50,2003,0.0834,f
55,2003,0.0702,f
60,2003,0.0603,f
65,2003,0.0519,f
70,2003,0.045,f
75,2003,0.039,f
80,2003,0,f
0,2004,0.0884,f
5,2004,0,f
10,2004,0,f
15,2004,0.1297,f
20,2004,0.1661,f
25,2004,0.1627,f
30,2004,0.1455,f
35,2004,0.1252,f
40,2004,0.1072,f
45,2004,0.0919,f
50,2004,0.0782,f
55,2004,0.0665,f
60,2004,0.0569,f
65,2004,0.0489,f
70,2004,0.0423,f
75,2004,0.0367,f
80,2004,0,f
0,2005,0.0743,f
5,2005,0,f
10,2005,0,f
15,2005,0.1249,f
20,2005,0.1599,f
25,2005,0.1561,f
30,2005,0.1403,f
35,2005,0.1208,f
40,2005,0.1032,f
45,2005,0.0886,f
50,2005,0.0754,f
55,2005,0.0643,f
60,2005,0.055,f
65,2005,0.0472,f
70,2005,0.0409,f
75,2005,0.0355,f
80,2005,0,f
0,2006,0.0654,f
5,2006,0,f
10,2006,0,f
15,2006,0.1179,f
20,2006,0.1507,f
25,2006,0.1473,f
30,2006,0.1326,f
35,2006,0.1142,f
40,2006,0.0973,f
45,2006,0.0836,f
50,2006,0.0713,f
55,2006,0.0607,f
60,2006,0.0519,f
65,2006,0.0446,f
70,2006,0.0386,f
75,2006,0.0335,f
80,2006,0,f
0,2007,0.0602,f
5,2007,0,f
10,2007,0,f
15,2007,0.1114,f
20,2007,0.1422,f
25,2007,0.139,f
30,2007,0.1253,f
35,2007,0.1081,f
40,2007,0.0919,f
45,2007,0.0788,f
50,2007,0.0674,f
55,2007,0.0575,f
60,2007,0.0491,f
65,2007,0.0422,f
70,2007,0.0365,f
75,2007,0.0318,f
80,2007,0,f
0,2008,0.0475,f
5,2008,0,f
10,2008,0,f
15,2008,0.1011,f
20,2008,0.1311,f
25,2008,0.127,f
30,2008,0.1125,f
35,2008,0.0955,f
40,2008,0.0798,f
45,2008,0.0674,f
50,2008,0.057,f
55,2008,0.0483,f
60,2008,0.0405,f
65,2008,0.0347,f
70,2008,0.0298,f
75,2008,0.0257,f
80,2008,0,f
0,2009,0.0423,f
5,2009,0,f
10,2009,0,f
15,2009,0.0997,f
20,2009,0.1317,f
25,2009,0.1263,f
30,2009,0.1097,f
35,2009,0.0917,f
40,2009,0.0754,f
45,2009,0.0624,f
50,2009,0.0521,f
55,2009,0.0435,f
60,2009,0.0363,f
65,2009,0.0307,f
70,2009,0.0261,f
75,2009,0.0223,f
80,2009,0,f
0,2010,0.0405,f
5,2010,0,f
10,2010,0,f
15,2010,0.1034,f
20,2010,0.1389,f
25,2010,0.1322,f
30,2010,0.1126,f
35,2010,0.0927,f
40,2010,0.0747,f
45,2010,0.0605,f
50,2010,0.0497,f
55,2010,0.0408,f
60,2010,0.0337,f
65,2010,0.0281,f
70,2010,0.0236,f
75,2010,0.0199,f
80,2010,0,f
0,2011,0.0385,f
5,2011,0,f
10,2011,0,f
15,2011,0.105,f
20,2011,0.1437,f
25,2011,0.1352,f
30,2011,0.1131,f
35,2011,0.0914,f
40,2011,0.0722,f
45,2011,0.0571,f
50,2011,0.046,f
55,2011,0.0371,f
60,2011,0.0301,f
65,2011,0.0246,f
70,2011,0.0203,f
75,2011,0.0169,f
80,2011,0,f
0,2012,0.0368,f
5,2012,0,f
10,2012,0,f
15,2012,0.1086,f
20,2012,0.1512,f
25,2012,0.1406,f
30,2012,0.1157,f
35,2012,0.0915,f
40,2012,0.0707,f
45,2012,0.0544,f
50,2012,0.0428,f
55,2012,0.0337,f
60,2012,0.0267,f
65,2012,0.0213,f
70,2012,0.0172,f
75,2012,0.014,f
80,2012,0,f
0,2013,0.0325,f
5,2013,0,f
10,2013,0,f
15,2013,0.1106,f
20,2013,0.1569,f
25,2013,0.1441,f
30,2013,0.1167,f
35,2013,0.0901,f
40,2013,0.068,f
45,2013,0.0508,f
50,2013,0.0387,f
55,2013,0.0296,f
60,2013,0.0227,f
65,2013,0.0174,f
70,2013,0.0136,f
75,2013,0.0107,f
80,2013,0,f
0,2014,0.0301,f
5,2014,0,f
10,2014,0,f
15,2014,0.1043,f
20,2014,0.1555,f
25,2014,0.1444,f
30,2014,0.1171,f
35,2014,0.0901,f
40,2014,0.0679,f
45,2014,0.0505,f
50,2014,0.0381,f
55,2014,0.029,f
60,2014,0.0221,f
65,2014,0.0169,f
70,2014,0.0131,f
75,2014,0.0102,f
80,2014,0,f
0,2015,0.0324,f
5,2015,0,f
10,2015,0,f
15,2015,0.0959,f
20,2015,0.1509,f
25,2015,0.1415,f
30,2015,0.1151,f
35,2015,0.0881,f
40,2015,0.0663,f
45,2015,0.0491,f
50,2015,0.0367,f
55,2015,0.0279,f
60,2015,0.0211,f
65,2015,0.0161,f
70,2015,0.0124,f
75,2015,0.00960818,f
80,2015,0,f
0,2016,0.0301,f
5,2016,0,f
10,2016,0,f
15,2016,0.0897,f
20,2016,0.1493,f
25,2016,0.1418,f
30,2016,0.1153,f
35,2016,0.0881,f
40,2016,0.0661,f
45,2016,0.0488,f
50,2016,0.0361,f
55,2016,0.0272,f
60,2016,0.0206,f
65,2016,0.0156,f
70,2016,0.0119,f
75,2016,0.00918501,f
80,2016,0,f
0,2017,0.0271,f
5,2017,0,f
10,2017,0,f
15,2017,0.0936,f
20,2017,0.157,f
25,2017,0.1486,f
30,2017,0.1199,f
35,2017,0.0912,f
40,2017,0.0681,f
45,2017,0.05,f
50,2017,0.0367,f
55,2017,0.0275,f
60,2017,0.0207,f
65,2017,0.0157,f
70,2017,0.0119,f
75,2017,0.00913311,f
80,2017,0,f
0,2018,0.0273,f
5,2018,0,f
10,2018,0,f
15,2018,0.0887,f
20,2018,0.1501,f
25,2018,0.1418,f
30,2018,0.1135,f
35,2018,0.086,f
40,2018,0.0637,f
45,2018,0.0466,f
50,2018,0.034,f
55,2018,0.0253,f
60,2018,0.019,f
65,2018,0.0143,f
70,2018,0.0107,f
75,2018,0.00823822,f
80,2018,0,f
0,2019,0.0214,f
5,2019,0,f
10,2019,0,f
15,2019,0.0742,f
20,2019,0.1209,f
25,2019,0.1128,f
30,2019,0.0897,f
35,2019,0.068,f
40,2019,0.0505,f
45,2019,0.0372,f
50,2019,0.0273,f
55,2019,0.0203,f
60,2019,0.0154,f
65,2019,0.0116,f
70,2019,0.0088449,f
75,2019,0.00681136,f
80,2019,0,f
0,2020,0.0169,f
5,2020,0,f
10,2020,0,f
15,2020,0.0576,f
20,2020,0.0906,f
25,2020,0.0835,f
30,2020,0.066,f
35,2020,0.0502,f
40,2020,0.0373,f
45,2020,0.0277,f
50,2020,0.0204,f
55,2020,0.0152,f
60,2020,0.0116,f
65,2020,0.00880405,f
70,2020,0.00674425,f
75,2020,0.0052135,f
80,2020,0,f
0,2021,0.0151,f
5,2021,0,f
10,2021,0,f
15,2021,0.0446,f
20,2021,0.0678,f
25,2021,0.0617,f
30,2021,0.0486,f
35,2021,0.0369,f
40,2021,0.0275,f
45,2021,0.0205,f
50,2021,0.0152,f
55,2021,0.0114,f
60,2021,0.00870079,f
65,2021,0.00666015,f
70,2021,0.00512503,f
75,2021,0.00397285,f
80,2021,0,f
0,2022,0.0139,f
5,2022,0,f
10,2022,0,f
15,2022,0.0358,f
20,2022,0.0544,f
25,2022,0.0496,f
30,2022,0.039,f
35,2022,0.0295,f
40,2022,0.0221,f
45,2022,0.0165,f
50,2022,0.0122,f
55,2022,0.00913759,f
60,2022,0.00697439,f
65,2022,0.00534903,f
70,2022,0.00412314,f
75,2022,0.00318797,f
80,2022,0,f
0,2023,0.0103,f
5,2023,0,f
10,2023,0,f
15,2023,0.026,f
20,2023,0.0395,f
25,2023,0.036,f
30,2023,0.0284,f
35,2023,0.0214,f
40,2023,0.016,f
45,2023,0.012,f
50,2023,0.00890829,f
55,2023,0.0066463,f
60,2023,0.00506164,f
65,2023,0.00389202,f
70,2023,0.00301007,f
75,2023,0.00231258,f
80,2023,0,f
0,2024,0.00603573,f
5,2024,0,f
10,2024,0,f
15,2024,0.0274,f
20,2024,0.0416,f
25,2024,0.038,f
30,2024,0.0299,f
35,2024,0.0225,f
40,2024,0.0169,f
45,2024,0.0126,f
50,2024,0.0093983,f
55,2024,0.00701849,f
60,2024,0.00532867,f
65,2024,0.00410709,f
70,2024,0.00317134,f
75,2024,0.0024607,f
80,2024,0,f
0,2025,0.00606866,f
5,2025,0,f
10,2025,0,f
15,2025,0.0293,f
20,2025,0.0446,f
25,2025,0.0406,f
30,2025,0.0321,f
35,2025,0.0241,f
40,2025,0.0181,f
45,2025,0.0134,f
50,2025,0.0101,f
55,2025,0.00753206,f
60,2025,0.00570129,f
65,2025,0.00440151,f
70,2025,0.00340159,f
75,2025,0.00264908,f
80,2025,0,f
0,2026,0.00575885,f
5,2026,0,f
10,2026,0,f
15,2026,0.0281,f
20,2026,0.0428,f
25,2026,0.039,f
30,2026,0.0308,f
35,2026,0.0231,f
40,2026,0.0173,f
45,2026,0.0129,f
50,2026,0.00967949,f
55,2026,0.00723851,f
60,2026,0.00546596,f
65,2026,0.00422026,f
70,2026,0.00326681,f
75,2026,0.00254484,f
80,2026,0,f
0,2027,0.00538062,f
5,2027,0,f
10,2027,0,f
15,2027,0.0262,f
20,2027,0.0398,f
25,2027,0.0363,f
30,2027,0.0287,f
35,2027,0.0215,f
40,2027,0.0161,f
45,2027,0.012,f
50,2027,0.00901393,f
55,2027,0.00675276,f
60,2027,0.00508902,f
65,2027,0.00392451,f
70,2027,0.00304327,f
75,2027,0.00237425,f
80,2027,0,f
0,2028,0.00500792,f
5,2028,0,f
10,2028,0,f
15,2028,0.0245,f
20,2028,0.0373,f
25,2028,0.034,f
30,2028,0.0269,f
35,2028,0.0202,f
40,2028,0.0151,f
45,2028,0.0112,f
50,2028,0.00844335,f
55,2028,0.00633986,f
60,2028,0.00477584,f
65,2028,0.0036733,f
70,2028,0.00285411,f
75,2028,0.00223174,f
80,2028,0,f
0,2029,0.0045693,f
5,2029,0,f
10,2029,0,f
15,2029,0.0221,f
20,2029,0.0336,f
25,2029,0.0307,f
30,2029,0.0243,f
35,2029,0.0183,f
40,2029,0.0136,f
45,2029,0.0101,f
50,2029,0.00760338,f
55,2029,0.00572314,f
60,2029,0.00431435,f
65,2029,0.00330693,f
70,2029,0.00257426,f
75,2029,0.0020087,f
80,2029,0,f
0,2030,0.00427648,f
5,2030,0,f
10,2030,0,f
15,2030,0.0208,f
20,2030,0.0315,f
25,2030,0.0289,f
30,2030,0.0228,f
35,2030,0.0172,f
40,2030,0.0127,f
45,2030,0.00953718,f
50,2030,0.0071319,f
55,2030,0.00539262,f
60,2030,0.00406668,f
65,2030,0.00310669,f
70,2030,0.00242137,f
75,2030,0.00188994,f
80,2030,0,f